id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_2478,Celebrities,04-09-2025,Top,women,white,abstract,athleisure,781,146,53700,US,img_2478.jpg,,oversized,knee-length,boat neck,half sleeve,rayon,18209,trending memes,Distracted Boyfriend Revival
instagram_2479,YouTube,28-04-2024,Top,women,green,abstract,formal,281,252,15124,Europe,img_2479.jpg,,regular,midi,crew neck,3/4 sleeve,cotton,5219,franchise,Marvel Phase 5 Release 2024
instagram_2480,Marketplace,08-10-2024,Shirt,men,red,graphic prints,festive,1097,204,1244,Europe,img_2480.jpg,,regular,ankle-length,off-shoulder,puff sleeve,rayon,848.33,franchise,Marvel Phase 5 Release 2024
instagram_2481,Facebook,14-08-2025,Blazer,men,beige,stripes,casual,1888,23,29889,Global,img_2481.jpg,,a-line,maxi,collared,cap sleeve,linen,10600,trending memes,Galaxy Brain Remix
instagram_2482,Marketplace,04-02-2024,T-Shirt,unisex,white,abstract,formal,1068,196,10666,Europe,img_2482.jpg,,Slim fit,ankle-length,v-neck,3/4 sleeve,cotton,3976.67,designer launches,Zara Designer Collab 2024
instagram_2483,YouTube,17-03-2024,Kurta,men,"blue, green",abstract,casual,1501,122,21587,Global,img_2483.jpg,,Slim fit,full-length,off-shoulder,3/4 sleeve,knits,7736.67,designer launches,Chanel Cruise 2024
instagram_2484,Celebrities,12-05-2024,Skirt,women,red,abstract,streetwear,2679,255,17500,US,img_2484.jpg,,bodycon,mini,v-neck,puff sleeve,blends,6811.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2485,Instagram,04-09-2024,Jeans,unisex,white,floral,streetwear,1661,78,34340,US,img_2485.jpg,,a-line,mini,boat neck,half sleeve,jersey,12026.33,franchise,Marvel Phase 5 Release 2024
instagram_2486,Instagram,12-06-2024,Blazer,men,white,floral,streetwear,5194,23,13152,Global,img_2486.jpg,,Slim fit,full-length,crew neck,puff sleeve,blends,6123,franchise,Marvel Phase 5 Release 2024
instagram_2487,Marketplace,16-07-2025,Kurti,women,green,graphic prints,formal,3364,313,17157,Europe,img_2487.jpg,,bodycon,mini,halter,3/4 sleeve,knits,6944.67,books,Book-to-Film Adaptation 2025
instagram_2488,Facebook,16-08-2024,Jacket,unisex,pink,stripes,athleisure,2520,195,6428,Europe,img_2488.jpg,,a-line,cropped,v-neck,bell sleeve,cotton,3047.67,event - political,India State Elections 2024
instagram_2489,Celebrities,10-01-2025,T-Shirt,unisex,white,graphic prints,formal,3980,367,19480,India,img_2489.jpg,,straight cut,maxi,polo neck,cap sleeve,rayon,7942.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2490,Marketplace,31-12-2024,Jeans,men,"pink, blue",solid,streetwear,460,155,35386,Europe,img_2490.jpg,,Slim fit,knee-length,boat neck,bell sleeve,knits,12000.33,designer launches,Gucci FW 2024
instagram_2491,Marketplace,13-04-2025,Hoodie,unisex,"blue, green",checks,festive,675,142,21539,India,img_2491.jpg,,bodycon,midi,halter,3/4 sleeve,viscose,7452,franchise,Star Wars New Trilogy 2025
instagram_2492,Facebook,12-04-2024,Hoodie,unisex,green,floral,casual,3717,131,59756,Europe,img_2492.jpg,,regular,mini,polo neck,full sleeve,polyester,21201.33,franchise,Marvel Phase 5 Release 2024
instagram_2493,Cinema,21-11-2024,Kurti,women,green,stripes,formal,1468,112,15391,India,img_2493.jpg,,flared,ankle-length,off-shoulder,full sleeve,viscose,5657,trending memes,Vogue Challenge 2024
instagram_2494,Cinema,27-01-2025,Top,women,pink,floral,casual,1317,462,473,Global,img_2494.jpg,,Slim fit,cropped,crew neck,half sleeve,blends,750.67,designer launches,Dior Haute 2025
instagram_2495,Marketplace,23-06-2024,Blazer,men,yellow,animal print,athleisure,5489,42,168,India,img_2495.jpg,,a-line,midi,polo neck,bell sleeve,blends,1899.67,designer launches,Gucci FW 2024
instagram_2496,Marketplace,19-09-2025,Shirt,men,beige,checks,formal,3162,98,27125,Global,img_2496.jpg,,Slim fit,knee-length,v-neck,puff sleeve,cotton,10128.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2497,YouTube,21-02-2024,Kurta,men,"red, green",floral,athleisure,7174,282,29331,Global,img_2497.jpg,,a-line,ankle-length,off-shoulder,bell sleeve,denim,12262.33,franchise,Fast X Sequel 2024
instagram_2498,Celebrities,16-06-2024,Skirt,women,yellow,polka dots,athleisure,5447,171,33796,US,img_2498.jpg,,bodycon,full-length,collared,half sleeve,cotton,13138,event - memes,Oscar Memes 2024
instagram_2499,Facebook,03-07-2024,Shirt,men,red,solid,athleisure,134,213,4396,India,img_2499.jpg,,relaxed fit,knee-length,v-neck,full sleeve,polyester,1581,trending memes,Galaxy Brain Remix
instagram_2500,Marketplace,21-01-2024,Blazer,men,blue,tie-dye,streetwear,1821,48,19190,Europe,img_2500.jpg,,relaxed fit,mini,boat neck,cap sleeve,viscose,7019.67,designer launches,Zara Designer Collab 2024
instagram_2501,YouTube,16-12-2025,Dress,women,white,checks,streetwear,839,412,6989,US,img_2501.jpg,,Slim fit,full-length,crew neck,full sleeve,polyester,2746.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2502,Instagram,26-12-2024,Blazer,men,"yellow, white",stripes,festive,17,332,62439,Global,img_2502.jpg,,Slim fit,midi,boat neck,puff sleeve,jersey,20929.33,trending memes,Cottagecore Revival Meme 2024
instagram_2503,YouTube,09-01-2024,Shirt,men,yellow,checks,athleisure,8048,564,31512,India,img_2503.jpg,,relaxed fit,mini,crew neck,3/4 sleeve,denim,13374.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2504,Facebook,14-04-2024,T-Shirt,men,"pink, blue",checks,casual,5339,115,24883,US,img_2504.jpg,,regular,full-length,crew neck,3/4 sleeve,linen,10112.33,event - memes,April Fools Viral 2024
instagram_2505,YouTube,13-07-2025,Blazer,men,"beige, yellow",graphic prints,festive,2247,210,8505,Europe,img_2505.jpg,,a-line,full-length,crew neck,cap sleeve,polyester,3654,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2506,Cinema,18-03-2025,Jacket,unisex,black,solid,formal,2621,274,11058,Global,img_2506.jpg,,Slim fit,knee-length,boat neck,cap sleeve,knits,4651,franchise,Star Wars New Trilogy 2025
instagram_2507,Marketplace,20-08-2025,T-Shirt,unisex,green,stripes,festive,2857,86,51501,Europe,img_2507.jpg,,Slim fit,mini,polo neck,sleeveless,linen,18148,event - memes,Super Bowl Halftime Meme 2025
instagram_2508,Cinema,03-10-2025,T-Shirt,men,red,abstract,streetwear,1774,98,15942,India,img_2508.jpg,,Slim fit,cropped,crew neck,bell sleeve,cotton,5938,franchise,Star Wars New Trilogy 2025
instagram_2509,Instagram,18-07-2024,Top,women,blue,floral,athleisure,889,86,5365,Europe,img_2509.jpg,,fit,knee-length,crew neck,full sleeve,viscose,2113.33,event - political,US Presidential Election 2024
instagram_2510,YouTube,22-01-2025,Jeans,men,red,abstract,athleisure,5838,53,16560,US,img_2510.jpg,,a-line,mini,square neck,bell sleeve,denim,7483.67,designer launches,Dior Haute 2025
instagram_2511,YouTube,20-11-2024,Jacket,unisex,beige,solid,formal,5729,366,33831,Europe,img_2511.jpg,,a-line,cropped,collared,bell sleeve,viscose,13308.67,books,Pulitzer Feature 2024
instagram_2512,YouTube,21-02-2024,Jacket,unisex,"red, pink, beige",animal print,festive,2258,258,7438,US,img_2512.jpg,,a-line,cropped,boat neck,cap sleeve,knits,3318,trending memes,Vogue Challenge 2024
instagram_2513,YouTube,06-06-2024,Skirt,women,white,graphic prints,casual,1929,28,11110,Global,img_2513.jpg,,a-line,cropped,polo neck,half sleeve,polyester,4355.67,event - memes,April Fools Viral 2024
instagram_2514,YouTube,13-12-2024,Sweatshirt,unisex,beige,animal print,streetwear,1067,211,50242,Global,img_2514.jpg,,flared,full-length,off-shoulder,full sleeve,knits,17173.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2515,Celebrities,15-03-2024,Jacket,unisex,green,polka dots,streetwear,3279,266,6227,India,img_2515.jpg,,oversized,knee-length,crew neck,sleeveless,denim,3257.33,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_2516,Celebrities,12-11-2024,Top,women,blue,floral,festive,5107,97,24052,US,img_2516.jpg,,relaxed fit,ankle-length,square neck,puff sleeve,viscose,9752,franchise,Marvel Phase 5 Release 2024
instagram_2517,YouTube,25-06-2024,T-Shirt,men,yellow,checks,festive,1782,394,26945,India,img_2517.jpg,,straight cut,mini,halter,bell sleeve,cotton,9707,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2518,Facebook,29-11-2025,Saree,women,green,abstract,streetwear,210,170,4062,India,img_2518.jpg,,Slim fit,knee-length,crew neck,3/4 sleeve,blends,1480.67,trending memes,Distracted Boyfriend Revival
instagram_2519,Instagram,24-12-2025,Jacket,unisex,beige,stripes,formal,888,6,8423,US,img_2519.jpg,,Slim fit,full-length,crew neck,full sleeve,knits,3105.67,trending memes,Distracted Boyfriend Revival
instagram_2520,Marketplace,03-06-2024,Blazer,men,beige,animal print,streetwear,884,89,3994,India,img_2520.jpg,,bodycon,full-length,crew neck,half sleeve,polyester,1655.67,event - memes,April Fools Viral 2024
instagram_2521,Cinema,10-12-2024,T-Shirt,unisex,beige,polka dots,formal,1008,66,32374,US,img_2521.jpg,,relaxed fit,midi,halter,full sleeve,knits,11149.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2522,Instagram,16-10-2024,Dress,women,red,graphic prints,streetwear,4193,125,48384,India,img_2522.jpg,,bodycon,ankle-length,off-shoulder,puff sleeve,viscose,17567.33,designer launches,Gucci FW 2024
instagram_2523,Marketplace,17-04-2024,Kurta,men,yellow,stripes,festive,3686,188,18427,US,img_2523.jpg,,fit,ankle-length,off-shoulder,bell sleeve,rayon,7433.67,trending memes,Vogue Challenge 2024
instagram_2524,Facebook,12-05-2024,Sweatshirt,unisex,black,polka dots,casual,1484,302,41563,India,img_2524.jpg,,straight cut,cropped,halter,cap sleeve,viscose,14449.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_2525,Marketplace,05-11-2024,Kurti,women,white,abstract,formal,7710,716,45377,US,img_2525.jpg,,bodycon,midi,halter,sleeveless,rayon,17934.33,franchise,Fast X Sequel 2024
instagram_2526,YouTube,18-01-2025,Skirt,women,green,abstract,streetwear,485,28,28985,India,img_2526.jpg,,flared,ankle-length,halter,full sleeve,knits,9832.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2527,Instagram,02-11-2024,Blazer,men,black,floral,athleisure,585,30,3950,Global,img_2527.jpg,,fit,ankle-length,crew neck,bell sleeve,linen,1521.67,trending memes,Vogue Challenge 2024
instagram_2528,Celebrities,10-07-2024,Jeans,men,white,floral,streetwear,1722,226,7017,Europe,img_2528.jpg,,regular,full-length,collared,3/4 sleeve,jersey,2988.33,event - political,India State Elections 2024
instagram_2529,Instagram,14-07-2024,Skirt,women,blue,stripes,casual,8465,27,9169,India,img_2529.jpg,,fit,midi,polo neck,cap sleeve,linen,5887,event - political,India State Elections 2024
instagram_2530,Instagram,01-05-2025,Blazer,men,white,floral,athleisure,5600,103,12478,Global,img_2530.jpg,,regular,ankle-length,crew neck,sleeveless,rayon,6060.33,designer launches,Dior Haute 2025
instagram_2531,YouTube,24-01-2024,Hoodie,unisex,black,graphic prints,streetwear,3393,183,28626,US,img_2531.jpg,,flared,mini,v-neck,full sleeve,linen,10734,event - political,India State Elections 2024
instagram_2532,Celebrities,24-11-2024,Blazer,men,"beige, white",tie-dye,athleisure,16,282,8020,US,img_2532.jpg,,flared,knee-length,square neck,full sleeve,linen,2772.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2533,Facebook,10-09-2024,Top,women,"green, beige",stripes,casual,2325,246,5549,US,img_2533.jpg,,straight cut,mini,boat neck,sleeveless,jersey,2706.67,trending memes,Galaxy Brain Remix
instagram_2534,Celebrities,29-06-2024,Kurta,men,blue,graphic prints,formal,3745,46,20940,US,img_2534.jpg,,bodycon,knee-length,boat neck,sleeveless,knits,8243.67,event - political,US Presidential Election 2024
instagram_2535,Celebrities,20-10-2024,Blazer,men,red,floral,casual,879,282,39011,US,img_2535.jpg,,regular,full-length,polo neck,3/4 sleeve,cotton,13390.67,designer launches,Chanel Cruise 2024
instagram_2536,Instagram,05-06-2024,Jacket,unisex,white,graphic prints,festive,1194,179,19693,Europe,img_2536.jpg,,oversized,midi,crew neck,3/4 sleeve,jersey,7022,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2537,Facebook,04-01-2024,Kurti,women,blue,polka dots,casual,933,17,9009,US,img_2537.jpg,,Slim fit,full-length,polo neck,full sleeve,polyester,3319.67,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2538,YouTube,17-08-2025,Shirt,men,pink,checks,casual,4742,43,11938,Europe,img_2538.jpg,,relaxed fit,ankle-length,halter,3/4 sleeve,linen,5574.33,franchise,Star Wars New Trilogy 2025
instagram_2539,Facebook,28-03-2024,T-Shirt,men,green,animal print,formal,539,190,61972,US,img_2539.jpg,,relaxed fit,maxi,off-shoulder,puff sleeve,jersey,20900.33,event - memes,Oscar Memes 2024
instagram_2540,Instagram,16-07-2024,Kurta,men,blue,stripes,athleisure,1435,367,9035,Europe,img_2540.jpg,,flared,full-length,v-neck,sleeveless,polyester,3612.33,event - political,India State Elections 2024
instagram_2541,Marketplace,29-09-2025,Dress,women,"red, green",animal print,casual,883,294,35096,US,img_2541.jpg,,regular,mini,collared,half sleeve,knits,12091,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2542,Cinema,13-04-2024,Dress,women,white,animal print,festive,2201,282,36107,Global,img_2542.jpg,,regular,mini,crew neck,3/4 sleeve,linen,12863.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2543,Facebook,27-06-2024,Top,women,beige,tie-dye,streetwear,1250,381,51288,Europe,img_2543.jpg,,flared,mini,halter,cap sleeve,blends,17639.67,designer launches,Gucci FW 2024
instagram_2544,Facebook,09-10-2025,Saree,women,red,stripes,streetwear,1411,372,23771,India,img_2544.jpg,,oversized,mini,halter,full sleeve,polyester,8518,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2545,Facebook,10-07-2025,Dress,women,black,tie-dye,athleisure,475,119,13994,US,img_2545.jpg,,straight cut,cropped,boat neck,puff sleeve,linen,4862.67,trending memes,Galaxy Brain Remix
instagram_2546,Instagram,22-02-2024,Jeans,unisex,yellow,checks,casual,5086,15,25840,India,img_2546.jpg,,oversized,midi,crew neck,puff sleeve,blends,10313.67,trending memes,Distracted Boyfriend Revival
instagram_2547,Celebrities,06-06-2025,Dress,women,pink,polka dots,festive,3482,442,24767,India,img_2547.jpg,,fit,mini,polo neck,3/4 sleeve,polyester,9563.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2548,YouTube,21-06-2024,Jeans,men,black,tie-dye,athleisure,6496,405,13003,Europe,img_2548.jpg,,regular,midi,collared,sleeveless,blends,6634.67,event - memes,Oscar Memes 2024
instagram_2549,Celebrities,02-06-2025,Top,women,red,stripes,festive,2404,420,18957,Global,img_2549.jpg,,regular,cropped,collared,puff sleeve,denim,7260.33,designer launches,Dior Haute 2025
instagram_2550,Marketplace,18-05-2025,Jacket,unisex,beige,abstract,formal,4046,91,748,India,img_2550.jpg,,flared,midi,v-neck,cap sleeve,cotton,1628.33,event - memes,Super Bowl Halftime Meme 2025
instagram_2551,Cinema,20-06-2025,Skirt,women,pink,polka dots,casual,7226,117,28717,Global,img_2551.jpg,,flared,knee-length,off-shoulder,half sleeve,knits,12020,designer launches,Dior Haute 2025
instagram_2552,YouTube,19-03-2024,Hoodie,unisex,black,stripes,casual,4030,245,32774,US,img_2552.jpg,,regular,ankle-length,halter,bell sleeve,polyester,12349.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2553,Marketplace,27-02-2025,Jacket,unisex,"blue, green",tie-dye,formal,6103,185,8685,India,img_2553.jpg,,fit,knee-length,square neck,puff sleeve,knits,4991,event - memes,Super Bowl Halftime Meme 2025
instagram_2554,Instagram,16-09-2024,Top,women,white,polka dots,formal,1337,609,40440,US,img_2554.jpg,,flared,knee-length,square neck,cap sleeve,denim,14128.67,trending memes,Cottagecore Revival Meme 2024
instagram_2555,Instagram,14-04-2024,Skirt,women,black,stripes,streetwear,2620,131,41971,US,img_2555.jpg,,straight cut,cropped,collared,bell sleeve,jersey,14907.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2556,Marketplace,13-02-2024,Dress,women,"pink, blue",checks,streetwear,802,161,39198,India,img_2556.jpg,,a-line,knee-length,collared,cap sleeve,rayon,13387,franchise,Fast X Sequel 2024
instagram_2557,YouTube,24-06-2024,Jacket,unisex,"red, yellow",tie-dye,casual,1832,690,17056,US,img_2557.jpg,,Slim fit,mini,square neck,puff sleeve,jersey,6526,designer launches,Gucci FW 2024
instagram_2558,YouTube,23-08-2024,Skirt,women,"red, black",abstract,formal,5545,73,42492,Europe,img_2558.jpg,,bodycon,midi,halter,puff sleeve,knits,16036.67,trending memes,Galaxy Brain Remix
instagram_2559,YouTube,05-11-2024,Kurta,men,blue,tie-dye,festive,1196,341,3003,India,img_2559.jpg,,flared,midi,halter,sleeveless,viscose,1513.33,trending memes,Cottagecore Revival Meme 2024
instagram_2560,Facebook,26-07-2024,Skirt,women,"black, yellow",graphic prints,formal,2808,145,3910,India,img_2560.jpg,,straight cut,mini,off-shoulder,3/4 sleeve,linen,2287.67,event - political,India State Elections 2024
instagram_2561,Celebrities,02-08-2024,Skirt,women,red,solid,festive,2210,302,35247,Global,img_2561.jpg,,relaxed fit,maxi,boat neck,half sleeve,knits,12586.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2562,Celebrities,17-02-2024,Jeans,men,pink,graphic prints,festive,5225,47,1036,Global,img_2562.jpg,,oversized,knee-length,boat neck,cap sleeve,viscose,2102.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_2563,Instagram,14-12-2025,Hoodie,unisex,green,tie-dye,festive,3923,206,5039,Global,img_2563.jpg,,regular,knee-length,square neck,3/4 sleeve,rayon,3056,franchise,Star Wars New Trilogy 2025
instagram_2564,Facebook,15-01-2025,Jacket,unisex,pink,graphic prints,festive,1759,143,21084,Global,img_2564.jpg,,Slim fit,knee-length,crew neck,bell sleeve,polyester,7662,franchise,Star Wars New Trilogy 2025
instagram_2565,Cinema,30-09-2025,Skirt,women,white,stripes,festive,1808,147,14441,Europe,img_2565.jpg,,relaxed fit,midi,crew neck,bell sleeve,blends,5465.33,franchise,Star Wars New Trilogy 2025
instagram_2566,Instagram,04-06-2024,Jeans,unisex,"pink, blue",graphic prints,festive,7310,246,42993,Global,img_2566.jpg,,straight cut,maxi,collared,cap sleeve,cotton,16849.67,franchise,Fast X Sequel 2024
instagram_2567,Cinema,04-10-2025,Dress,women,white,solid,formal,6664,139,3962,US,img_2567.jpg,,bodycon,ankle-length,boat neck,puff sleeve,blends,3588.33,designer launches,Dior Haute 2025
instagram_2568,Cinema,08-03-2025,Jeans,unisex,"beige, red",stripes,formal,1335,61,44302,Europe,img_2568.jpg,,fit,ankle-length,polo neck,3/4 sleeve,jersey,15232.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2569,Facebook,14-05-2024,Sweatshirt,unisex,red,graphic prints,casual,2016,231,14826,Europe,img_2569.jpg,,oversized,cropped,v-neck,sleeveless,rayon,5691,trending memes,Galaxy Brain Remix
instagram_2570,Instagram,23-02-2024,Dress,women,green,tie-dye,streetwear,1815,131,111397,India,img_2570.jpg,,bodycon,full-length,v-neck,cap sleeve,polyester,37781,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2571,Instagram,30-03-2024,Dress,women,white,tie-dye,athleisure,1913,62,56132,US,img_2571.jpg,,fit,full-length,halter,bell sleeve,rayon,19369,event - political,US Presidential Election 2024
instagram_2572,Instagram,06-03-2024,Jeans,men,green,stripes,festive,2417,372,10771,US,img_2572.jpg,,regular,mini,v-neck,bell sleeve,linen,4520,trending memes,Vogue Challenge 2024
instagram_2573,Marketplace,04-02-2024,Jeans,men,pink,checks,casual,4927,185,71633,Global,img_2573.jpg,,relaxed fit,ankle-length,collared,sleeveless,knits,25581.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2574,YouTube,26-09-2024,Hoodie,unisex,black,graphic prints,festive,2596,288,2226,US,img_2574.jpg,,Slim fit,ankle-length,boat neck,half sleeve,jersey,1703.33,designer launches,Zara Designer Collab 2024
instagram_2575,YouTube,05-01-2024,T-Shirt,men,pink,animal print,formal,2938,42,51080,US,img_2575.jpg,,flared,maxi,v-neck,3/4 sleeve,cotton,18020,franchise,Fast X Sequel 2024
instagram_2576,YouTube,26-07-2024,Shirt,men,"pink, blue",animal print,festive,3408,74,9390,Global,img_2576.jpg,,fit,midi,off-shoulder,bell sleeve,rayon,4290.67,trending memes,Distracted Boyfriend Revival
instagram_2577,YouTube,16-09-2024,Sweatshirt,unisex,pink,polka dots,streetwear,2132,64,37074,US,img_2577.jpg,,oversized,cropped,crew neck,full sleeve,polyester,13090,trending memes,Cottagecore Revival Meme 2024
instagram_2578,YouTube,24-01-2025,Skirt,women,"red, pink",abstract,formal,2178,437,24251,Europe,img_2578.jpg,,flared,knee-length,off-shoulder,3/4 sleeve,cotton,8955.33,designer launches,Dior Haute 2025
instagram_2579,Instagram,31-12-2024,Jacket,unisex,"pink, blue, beige",stripes,athleisure,690,125,11552,Global,img_2579.jpg,,oversized,knee-length,collared,bell sleeve,cotton,4122.33,event - memes,April Fools Viral 2024
instagram_2580,YouTube,07-09-2025,Sweatshirt,unisex,beige,graphic prints,casual,6830,234,72417,India,img_2580.jpg,,fit,ankle-length,v-neck,cap sleeve,jersey,26493.67,books,Book-to-Film Adaptation 2025
instagram_2581,Instagram,19-07-2024,Top,women,"beige, blue",tie-dye,streetwear,246,187,14155,Global,img_2581.jpg,,oversized,knee-length,square neck,bell sleeve,denim,4862.67,event - political,EU Parliament 2024
instagram_2582,Celebrities,20-09-2024,Sweatshirt,unisex,beige,animal print,festive,1101,41,6368,India,img_2582.jpg,,fit,mini,halter,half sleeve,viscose,2503.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_2583,Celebrities,19-10-2024,Jeans,men,beige,stripes,casual,2001,74,5738,Europe,img_2583.jpg,,straight cut,ankle-length,crew neck,cap sleeve,jersey,2604.33,event - political,US Presidential Election 2024
instagram_2584,Marketplace,20-04-2024,Top,women,blue,stripes,casual,3465,68,29641,US,img_2584.jpg,,fit,midi,crew neck,half sleeve,viscose,11058,designer launches,Chanel Cruise 2024
instagram_2585,Marketplace,12-08-2024,Shirt,men,pink,stripes,festive,931,235,6427,Europe,img_2585.jpg,,bodycon,knee-length,v-neck,bell sleeve,denim,2531,franchise,Fast X Sequel 2024
instagram_2586,Instagram,06-03-2024,Kurta,men,"beige, yellow",checks,athleisure,4237,187,4323,Europe,img_2586.jpg,,flared,midi,boat neck,puff sleeve,denim,2915.67,event - political,EU Parliament 2024
instagram_2587,Facebook,29-03-2024,Skirt,women,beige,tie-dye,festive,2399,150,29090,US,img_2587.jpg,,fit,ankle-length,crew neck,bell sleeve,rayon,10546.33,event - memes,April Fools Viral 2024
instagram_2588,YouTube,02-01-2024,Jeans,men,blue,graphic prints,festive,5244,86,14812,US,img_2588.jpg,,oversized,midi,polo neck,cap sleeve,rayon,6714,designer launches,Chanel Cruise 2024
instagram_2589,Cinema,25-12-2024,Kurti,women,"pink, blue",solid,festive,9053,339,13565,US,img_2589.jpg,,fit,ankle-length,collared,3/4 sleeve,polyester,7652.33,designer launches,Chanel Cruise 2024
instagram_2590,Cinema,12-02-2025,Saree,women,white,tie-dye,formal,2868,64,25662,India,img_2590.jpg,,regular,full-length,square neck,puff sleeve,jersey,9531.33,designer launches,Prada SS 2025
instagram_2591,YouTube,09-02-2024,Jeans,men,"pink, red",solid,streetwear,5591,92,27244,Europe,img_2591.jpg,,flared,ankle-length,v-neck,sleeveless,cotton,10975.67,franchise,Marvel Phase 5 Release 2024
instagram_2592,Instagram,24-05-2024,Skirt,women,white,graphic prints,casual,728,72,37690,Global,img_2592.jpg,,oversized,ankle-length,off-shoulder,puff sleeve,knits,12830,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_2593,Marketplace,07-02-2025,Kurta,men,pink,polka dots,festive,1699,248,7593,Europe,img_2593.jpg,,a-line,mini,halter,half sleeve,knits,3180,event - memes,Super Bowl Halftime Meme 2025
instagram_2594,Celebrities,03-04-2024,Blazer,men,"blue, white, green",solid,casual,497,300,54547,US,img_2594.jpg,,Slim fit,midi,square neck,half sleeve,blends,18448,books,Pulitzer Feature 2024
instagram_2595,YouTube,05-05-2025,T-Shirt,men,yellow,tie-dye,athleisure,3618,85,3142,India,img_2595.jpg,,regular,cropped,crew neck,3/4 sleeve,cotton,2281.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_2596,Cinema,11-10-2024,Blazer,men,green,solid,streetwear,2198,56,9957,India,img_2596.jpg,,oversized,cropped,v-neck,cap sleeve,knits,4070.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_2597,Instagram,06-12-2024,Kurta,men,black,floral,athleisure,2939,17,11802,Global,img_2597.jpg,,regular,mini,boat neck,puff sleeve,denim,4919.33,trending memes,Distracted Boyfriend Revival
instagram_2598,Celebrities,12-06-2024,Dress,women,yellow,tie-dye,athleisure,1893,69,12686,India,img_2598.jpg,,bodycon,ankle-length,halter,puff sleeve,denim,4882.67,event - political,India State Elections 2024
instagram_2599,Instagram,17-09-2024,Kurti,women,green,animal print,festive,246,44,9860,Europe,img_2599.jpg,,Slim fit,maxi,polo neck,full sleeve,rayon,3383.33,event - memes,Oscar Memes 2024
instagram_2600,YouTube,29-05-2024,Jeans,men,yellow,stripes,casual,404,304,25914,Europe,img_2600.jpg,,oversized,knee-length,off-shoulder,full sleeve,denim,8874,franchise,Fast X Sequel 2024
instagram_2601,Facebook,13-10-2024,Jeans,unisex,pink,floral,streetwear,2499,296,1204,US,img_2601.jpg,,bodycon,knee-length,collared,puff sleeve,blends,1333,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_2602,Marketplace,13-10-2024,Skirt,women,pink,polka dots,athleisure,64,351,45718,US,img_2602.jpg,,Slim fit,maxi,boat neck,bell sleeve,rayon,15377.67,event - political,India State Elections 2024
instagram_2603,Facebook,20-01-2024,Blazer,men,"green, blue",checks,athleisure,3979,64,6798,Global,img_2603.jpg,,oversized,full-length,crew neck,puff sleeve,linen,3613.67,event - political,US Presidential Election 2024
instagram_2604,Marketplace,04-04-2024,Kurta,men,beige,graphic prints,formal,969,400,49924,Europe,img_2604.jpg,,straight cut,ankle-length,boat neck,half sleeve,knits,17097.67,designer launches,Gucci FW 2024
instagram_2605,Instagram,15-05-2024,Jacket,unisex,red,solid,formal,2200,229,49900,Global,img_2605.jpg,,flared,knee-length,off-shoulder,bell sleeve,linen,17443,designer launches,Gucci FW 2024
instagram_2606,Facebook,17-02-2024,Skirt,women,"white, red",abstract,festive,3218,298,19204,US,img_2606.jpg,,oversized,midi,square neck,cap sleeve,denim,7573.33,designer launches,Zara Designer Collab 2024
instagram_2607,YouTube,14-02-2024,Shirt,men,blue,animal print,festive,5778,251,16804,Global,img_2607.jpg,,flared,midi,collared,bell sleeve,linen,7611,event - political,EU Parliament 2024
